,age,gender,profile,tenure,TV,movies,Vouchers,calling,Total_charges,Billing,Loyalty
103908,57.0,1.0,3.0,6.0,0.0,6.0,33.0,3.0,900.0,0.0,56.5
38282,33.0,0.0,1.0,18.0,3.0,42.0,77.0,21.0,0.0,1.0,75.5
20364,21.0,0.0,1.0,22.0,6.0,21.0,44.0,24.0,2700.0,0.0,91.5
67277,39.0,1.0,3.0,14.0,6.0,48.0,22.0,45.0,900.0,0.0,79.5
89879,57.0,0.0,0.0,14.0,6.0,42.0,99.0,21.0,900.0,1.0,75.5
48081,33.0,1.0,2.0,14.0,48.0,9.0,11.0,42.0,3150.0,0.0,94.5
10630,18.0,1.0,1.0,14.0,9.0,24.0,22.0,12.0,5850.0,1.0,84.5
105808,57.0,1.0,4.0,2.0,39.0,3.0,77.0,39.0,3600.0,1.0,77.0
65996,39.0,1.0,2.0,22.0,24.0,6.0,66.0,30.0,1800.0,0.0,79.5
103778,57.0,1.0,3.0,2.0,42.0,21.0,22.0,27.0,3150.0,1.0,80.0
44784,33.0,1.0,0.0,22.0,24.0,36.0,33.0,45.0,900.0,1.0,85.5
33729,21.0,1.0,3.0,22.0,39.0,33.0,11.0,42.0,4950.0,0.0,100.5
85861,51.0,1.0,3.0,10.0,48.0,0.0,0.0,0.0,900.0,0.0,62.5
86046,51.0,1.0,3.0,14.0,6.0,30.0,99.0,33.0,450.0,1.0,79.5
85675,51.0,1.0,3.0,10.0,0.0,39.0,33.0,9.0,0.0,0.0,62.5
27052,21.0,1.0,0.0,6.0,30.0,27.0,77.0,30.0,1800.0,0.0,78.5
87575,51.0,1.0,4.0,6.0,12.0,48.0,0.0,36.0,3150.0,1.0,87.5
76797,51.0,0.0,3.0,10.0,42.0,15.0,11.0,36.0,1800.0,1.0,75.5
56133,39.0,0.0,1.0,26.0,3.0,6.0,55.0,9.0,0.0,1.0,63.5
42113,33.0,0.0,3.0,26.0,6.0,6.0,99.0,24.0,2250.0,0.0,88.5
79895,51.0,1.0,0.0,2.0,21.0,0.0,33.0,24.0,1350.0,0.0,59.0
87662,51.0,1.0,4.0,6.0,21.0,3.0,77.0,18.0,5850.0,1.0,80.5
70074,39.0,1.0,4.0,26.0,9.0,42.0,55.0,21.0,6300.0,1.0,90.5
56840,39.0,0.0,2.0,10.0,0.0,39.0,77.0,12.0,6300.0,0.0,77.5
43778,33.0,0.0,4.0,26.0,39.0,45.0,88.0,3.0,450.0,0.0,75.5
71540,51.0,0.0,0.0,22.0,21.0,45.0,66.0,27.0,3150.0,0.0,97.5
24152,21.0,0.0,3.0,22.0,36.0,27.0,66.0,12.0,1350.0,1.0,75.5
33951,21.0,1.0,3.0,26.0,39.0,0.0,0.0,48.0,4950.0,0.0,94.5
18488,21.0,0.0,0.0,14.0,42.0,33.0,11.0,30.0,450.0,0.0,85.5
30255,21.0,1.0,2.0,2.0,27.0,6.0,0.0,18.0,900.0,1.0,58.0
16345,18.0,1.0,4.0,18.0,9.0,21.0,99.0,0.0,2250.0,1.0,81.5
103407,57.0,1.0,2.0,26.0,30.0,18.0,88.0,42.0,5850.0,0.0,97.5
3416,18.0,0.0,1.0,26.0,27.0,39.0,33.0,24.0,2700.0,1.0,100.5
84532,51.0,1.0,2.0,14.0,9.0,33.0,66.0,6.0,1800.0,0.0,69.5
106636,57.0,1.0,4.0,10.0,21.0,36.0,44.0,3.0,1800.0,1.0,65.5
91043,57.0,0.0,1.0,2.0,30.0,36.0,77.0,3.0,2250.0,0.0,73.0
7889,18.0,0.0,4.0,22.0,39.0,36.0,0.0,15.0,2250.0,1.0,96.5
39834,33.0,0.0,2.0,14.0,6.0,21.0,55.0,21.0,2700.0,0.0,87.5
40482,33.0,0.0,2.0,22.0,48.0,24.0,22.0,0.0,2700.0,0.0,90.5
73200,51.0,0.0,1.0,18.0,15.0,48.0,44.0,39.0,900.0,1.0,82.5
91214,57.0,0.0,1.0,6.0,6.0,21.0,33.0,6.0,3150.0,0.0,74.5
16214,18.0,1.0,4.0,14.0,42.0,42.0,11.0,0.0,3150.0,1.0,90.5
91264,57.0,0.0,1.0,6.0,12.0,3.0,88.0,24.0,2250.0,0.0,81.5
35478,21.0,1.0,4.0,26.0,27.0,24.0,44.0,15.0,6750.0,0.0,96.5
6660,18.0,0.0,3.0,26.0,6.0,0.0,11.0,30.0,2700.0,1.0,88.5
54758,39.0,0.0,1.0,6.0,27.0,39.0,99.0,6.0,3600.0,1.0,83.5
76352,51.0,0.0,3.0,10.0,3.0,0.0,11.0,27.0,6300.0,1.0,81.5
40547,33.0,0.0,2.0,26.0,15.0,9.0,33.0,36.0,4050.0,1.0,91.5
53093,39.0,0.0,0.0,2.0,33.0,48.0,44.0,30.0,3600.0,1.0,83.0
39282,33.0,0.0,2.0,6.0,15.0,24.0,11.0,27.0,4050.0,1.0,90.5
11533,18.0,1.0,1.0,26.0,21.0,42.0,66.0,24.0,3600.0,1.0,97.5
81699,51.0,1.0,0.0,22.0,21.0,42.0,66.0,27.0,900.0,0.0,82.5
33963,21.0,1.0,3.0,26.0,39.0,6.0,44.0,21.0,4950.0,0.0,90.5
73222,51.0,0.0,1.0,18.0,18.0,24.0,55.0,45.0,4950.0,0.0,97.5
71088,51.0,0.0,0.0,10.0,42.0,30.0,55.0,36.0,2250.0,1.0,93.5
50163,33.0,1.0,3.0,22.0,24.0,36.0,22.0,30.0,900.0,0.0,85.5
89172,57.0,0.0,0.0,2.0,27.0,21.0,11.0,33.0,0.0,1.0,65.0
54463,39.0,0.0,0.0,26.0,39.0,45.0,22.0,27.0,5400.0,0.0,100.5
2312,18.0,0.0,1.0,2.0,39.0,33.0,33.0,36.0,4500.0,0.0,83.0
65774,39.0,1.0,2.0,18.0,3.0,12.0,77.0,9.0,6300.0,1.0,78.5
48683,33.0,1.0,2.0,22.0,36.0,21.0,0.0,42.0,4950.0,0.0,97.5
74103,51.0,0.0,2.0,2.0,15.0,0.0,55.0,27.0,2700.0,0.0,74.0
51786,33.0,1.0,4.0,14.0,36.0,24.0,66.0,33.0,1350.0,1.0,85.5
51153,33.0,1.0,4.0,10.0,9.0,48.0,88.0,39.0,0.0,0.0,72.5
75867,51.0,0.0,3.0,2.0,3.0,27.0,88.0,33.0,900.0,1.0,62.0
29814,21.0,1.0,1.0,22.0,42.0,6.0,22.0,15.0,1350.0,1.0,75.5
58826,39.0,0.0,3.0,14.0,9.0,30.0,99.0,9.0,1800.0,1.0,69.5
38915,33.0,0.0,2.0,2.0,24.0,9.0,11.0,9.0,6750.0,1.0,67.0
58571,39.0,0.0,3.0,10.0,33.0,0.0,33.0,30.0,2700.0,0.0,87.5
33151,21.0,1.0,3.0,14.0,21.0,15.0,88.0,0.0,2700.0,0.0,84.5
84126,51.0,1.0,2.0,6.0,15.0,45.0,11.0,15.0,1800.0,1.0,71.5
36410,33.0,0.0,0.0,10.0,30.0,30.0,66.0,15.0,1350.0,0.0,74.5
40340,33.0,0.0,2.0,22.0,21.0,48.0,66.0,12.0,3600.0,0.0,87.5
26628,21.0,0.0,4.0,26.0,45.0,0.0,0.0,33.0,2700.0,1.0,94.5
55146,39.0,0.0,1.0,10.0,21.0,48.0,11.0,39.0,1800.0,0.0,75.5
57318,39.0,0.0,2.0,18.0,18.0,15.0,33.0,18.0,2700.0,1.0,90.5
101576,57.0,1.0,1.0,26.0,39.0,12.0,99.0,30.0,0.0,1.0,79.5
64466,39.0,1.0,1.0,22.0,21.0,36.0,11.0,18.0,2250.0,1.0,93.5
83184,51.0,1.0,1.0,18.0,15.0,42.0,44.0,15.0,4050.0,1.0,93.5
14686,18.0,1.0,3.0,18.0,45.0,36.0,44.0,36.0,0.0,1.0,85.5
88968,57.0,0.0,0.0,2.0,0.0,48.0,77.0,6.0,0.0,1.0,52.0
81556,51.0,1.0,0.0,18.0,24.0,21.0,44.0,33.0,3150.0,0.0,97.5
70138,39.0,1.0,4.0,26.0,18.0,42.0,66.0,9.0,3600.0,1.0,87.5
101156,57.0,1.0,1.0,22.0,24.0,45.0,44.0,9.0,1350.0,0.0,75.5
13794,18.0,1.0,3.0,6.0,15.0,30.0,33.0,21.0,1350.0,0.0,71.5
41885,33.0,0.0,3.0,18.0,33.0,0.0,33.0,39.0,4500.0,1.0,94.5
102527,57.0,1.0,2.0,18.0,33.0,9.0,0.0,3.0,4950.0,1.0,84.5
95178,57.0,0.0,3.0,18.0,45.0,21.0,22.0,27.0,4050.0,1.0,97.5
96370,57.0,0.0,4.0,14.0,18.0,6.0,88.0,30.0,1800.0,1.0,76.5
73596,51.0,0.0,1.0,22.0,30.0,33.0,99.0,21.0,4950.0,0.0,96.5
14853,18.0,1.0,3.0,22.0,30.0,3.0,22.0,12.0,5850.0,0.0,84.5
61935,39.0,1.0,0.0,6.0,36.0,33.0,44.0,15.0,450.0,1.0,74.5
3634,18.0,0.0,1.0,26.0,45.0,21.0,33.0,24.0,2250.0,1.0,97.5
51010,33.0,1.0,4.0,10.0,3.0,3.0,11.0,6.0,1800.0,0.0,56.5
5559,18.0,0.0,3.0,6.0,24.0,42.0,11.0,3.0,6750.0,1.0,83.5
24593,21.0,0.0,4.0,2.0,3.0,30.0,55.0,33.0,5850.0,0.0,77.0
97350,57.0,0.0,4.0,22.0,15.0,21.0,11.0,45.0,4050.0,1.0,94.5
88648,51.0,1.0,4.0,26.0,6.0,27.0,11.0,39.0,4950.0,1.0,94.5
24919,21.0,0.0,4.0,2.0,42.0,12.0,55.0,48.0,2250.0,0.0,77.0
27410,21.0,1.0,0.0,14.0,24.0,9.0,88.0,39.0,450.0,0.0,79.5
37270,33.0,0.0,0.0,26.0,24.0,27.0,99.0,42.0,4050.0,0.0,100.5
70564,51.0,0.0,0.0,2.0,48.0,6.0,22.0,48.0,450.0,1.0,62.0
4618,18.0,0.0,2.0,22.0,12.0,36.0,22.0,39.0,0.0,1.0,79.5
6919,18.0,0.0,4.0,2.0,9.0,9.0,33.0,30.0,900.0,1.0,56.0
102132,57.0,1.0,2.0,10.0,42.0,24.0,11.0,15.0,450.0,0.0,74.5
653,18.0,0.0,0.0,6.0,33.0,6.0,55.0,18.0,450.0,1.0,68.5
30607,21.0,1.0,2.0,6.0,30.0,42.0,33.0,39.0,3600.0,0.0,93.5
17966,21.0,0.0,0.0,10.0,36.0,6.0,55.0,12.0,0.0,1.0,62.5
70297,39.0,1.0,4.0,26.0,42.0,27.0,99.0,42.0,4500.0,0.0,100.5
60187,39.0,0.0,4.0,10.0,9.0,18.0,0.0,33.0,6750.0,1.0,84.5
40925,33.0,0.0,3.0,2.0,45.0,9.0,33.0,18.0,900.0,1.0,58.0
53295,39.0,0.0,0.0,6.0,6.0,0.0,77.0,33.0,900.0,1.0,66.5
68050,39.0,1.0,3.0,22.0,30.0,21.0,33.0,18.0,6300.0,1.0,93.5
71958,51.0,0.0,0.0,26.0,48.0,18.0,44.0,12.0,1350.0,0.0,72.5
43549,33.0,0.0,4.0,22.0,48.0,45.0,77.0,9.0,4950.0,0.0,90.5
31549,21.0,1.0,2.0,22.0,0.0,18.0,33.0,3.0,4050.0,1.0,81.5
36447,33.0,0.0,0.0,10.0,39.0,27.0,11.0,24.0,5850.0,1.0,93.5
75374,51.0,0.0,2.0,22.0,15.0,18.0,44.0,30.0,5850.0,0.0,94.5
9158,18.0,1.0,0.0,14.0,42.0,33.0,33.0,39.0,1800.0,0.0,85.5
78222,51.0,0.0,4.0,10.0,3.0,3.0,11.0,36.0,4500.0,0.0,81.5
62469,39.0,1.0,0.0,14.0,33.0,3.0,33.0,21.0,5850.0,0.0,90.5
46442,33.0,1.0,1.0,14.0,45.0,33.0,99.0,30.0,1800.0,1.0,85.5
103178,57.0,1.0,2.0,26.0,15.0,15.0,11.0,36.0,5850.0,0.0,94.5
72405,51.0,0.0,1.0,6.0,12.0,6.0,66.0,48.0,3600.0,1.0,81.5
31335,21.0,1.0,2.0,14.0,48.0,12.0,44.0,45.0,2700.0,1.0,94.5
91723,57.0,0.0,1.0,14.0,12.0,18.0,66.0,30.0,900.0,1.0,76.5
511,18.0,0.0,0.0,6.0,12.0,9.0,99.0,27.0,5400.0,0.0,81.5
95502,57.0,0.0,4.0,2.0,42.0,45.0,77.0,0.0,3600.0,0.0,73.0
57536,39.0,0.0,2.0,22.0,36.0,30.0,99.0,27.0,900.0,0.0,85.5
58734,39.0,0.0,3.0,14.0,3.0,21.0,11.0,27.0,4950.0,0.0,91.5
63985,39.0,1.0,1.0,14.0,9.0,33.0,99.0,12.0,2250.0,1.0,84.5
8635,18.0,1.0,0.0,10.0,30.0,18.0,77.0,24.0,450.0,0.0,75.5
80591,51.0,1.0,0.0,6.0,21.0,30.0,88.0,39.0,6750.0,1.0,90.5
81110,51.0,1.0,0.0,14.0,15.0,0.0,22.0,42.0,4050.0,1.0,91.5
14678,18.0,1.0,3.0,18.0,45.0,3.0,88.0,42.0,4050.0,1.0,94.5
81777,51.0,1.0,0.0,26.0,39.0,0.0,44.0,9.0,0.0,1.0,69.5
96072,57.0,0.0,4.0,10.0,48.0,6.0,22.0,3.0,1350.0,1.0,62.5
53289,39.0,0.0,0.0,6.0,6.0,0.0,11.0,39.0,2250.0,0.0,81.5
57007,39.0,0.0,2.0,10.0,18.0,45.0,99.0,45.0,4500.0,1.0,90.5
61371,39.0,0.0,4.0,22.0,48.0,24.0,33.0,45.0,4950.0,0.0,100.5
43665,33.0,0.0,4.0,26.0,15.0,15.0,11.0,15.0,6300.0,1.0,90.5
70781,51.0,0.0,0.0,6.0,6.0,42.0,0.0,39.0,2700.0,0.0,87.5
66680,39.0,1.0,3.0,2.0,48.0,3.0,0.0,12.0,450.0,0.0,52.0
86702,51.0,1.0,3.0,22.0,27.0,9.0,22.0,0.0,450.0,0.0,69.5
41009,33.0,0.0,3.0,2.0,48.0,12.0,77.0,6.0,450.0,0.0,52.0
93973,57.0,0.0,3.0,2.0,0.0,27.0,88.0,12.0,3600.0,0.0,67.0
11685,18.0,1.0,1.0,26.0,36.0,0.0,55.0,3.0,3600.0,0.0,84.5
14754,18.0,1.0,3.0,22.0,9.0,45.0,88.0,9.0,900.0,0.0,69.5
1295,18.0,0.0,0.0,14.0,9.0,45.0,44.0,24.0,4950.0,0.0,94.5
41690,33.0,0.0,3.0,18.0,6.0,42.0,88.0,18.0,5400.0,0.0,90.5
45144,33.0,1.0,0.0,26.0,18.0,30.0,33.0,6.0,2250.0,1.0,87.5
104596,57.0,1.0,3.0,14.0,27.0,6.0,99.0,36.0,3150.0,1.0,94.5
93784,57.0,0.0,2.0,26.0,27.0,36.0,11.0,33.0,900.0,0.0,85.5
77428,51.0,0.0,3.0,18.0,27.0,24.0,33.0,3.0,900.0,1.0,75.5
8696,18.0,1.0,0.0,10.0,45.0,24.0,44.0,3.0,4950.0,1.0,83.5
34170,21.0,1.0,4.0,2.0,0.0,0.0,66.0,6.0,5400.0,1.0,61.0
85355,51.0,1.0,2.0,26.0,39.0,33.0,0.0,36.0,6750.0,1.0,100.5
61822,39.0,1.0,0.0,6.0,15.0,0.0,99.0,0.0,1800.0,0.0,59.5
41314,33.0,0.0,3.0,10.0,9.0,30.0,66.0,27.0,2700.0,1.0,87.5
69323,39.0,1.0,4.0,14.0,45.0,18.0,77.0,12.0,5400.0,1.0,87.5
81818,51.0,1.0,0.0,26.0,39.0,21.0,77.0,45.0,0.0,0.0,82.5
41217,33.0,0.0,3.0,6.0,36.0,9.0,22.0,42.0,6300.0,1.0,87.5
10293,18.0,1.0,1.0,6.0,30.0,45.0,55.0,33.0,6300.0,1.0,93.5
66481,39.0,1.0,3.0,2.0,3.0,0.0,77.0,36.0,3150.0,1.0,71.0
15407,18.0,1.0,4.0,2.0,9.0,39.0,88.0,12.0,4050.0,1.0,67.0
67373,39.0,1.0,3.0,14.0,33.0,3.0,55.0,48.0,900.0,1.0,79.5
9061,18.0,1.0,0.0,14.0,30.0,30.0,11.0,24.0,3600.0,0.0,100.5
56513,39.0,0.0,2.0,6.0,24.0,30.0,44.0,27.0,0.0,1.0,78.5
19531,21.0,0.0,1.0,2.0,33.0,15.0,11.0,0.0,1350.0,0.0,55.0
35322,21.0,1.0,4.0,26.0,3.0,9.0,44.0,9.0,4500.0,0.0,78.5
32259,21.0,1.0,3.0,2.0,48.0,21.0,33.0,30.0,2250.0,1.0,80.0
85166,51.0,1.0,2.0,26.0,12.0,18.0,44.0,6.0,6300.0,1.0,81.5
82833,51.0,1.0,1.0,14.0,18.0,24.0,11.0,0.0,2700.0,0.0,87.5
81526,51.0,1.0,0.0,18.0,21.0,45.0,99.0,12.0,450.0,1.0,72.5
60529,39.0,0.0,4.0,14.0,12.0,3.0,88.0,39.0,1800.0,1.0,73.5
104589,57.0,1.0,3.0,14.0,27.0,6.0,88.0,12.0,3600.0,0.0,84.5
7129,18.0,0.0,4.0,2.0,30.0,48.0,55.0,24.0,1800.0,1.0,68.0
22539,21.0,0.0,2.0,22.0,48.0,9.0,55.0,39.0,1800.0,1.0,79.5
69564,39.0,1.0,4.0,18.0,42.0,33.0,66.0,45.0,4050.0,0.0,100.5
73225,51.0,0.0,1.0,18.0,18.0,24.0,77.0,33.0,900.0,1.0,82.5
13046,18.0,1.0,2.0,26.0,0.0,42.0,0.0,24.0,5850.0,0.0,94.5
77893,51.0,0.0,3.0,26.0,48.0,21.0,0.0,39.0,900.0,1.0,82.5
53002,39.0,0.0,0.0,2.0,30.0,30.0,66.0,42.0,6300.0,0.0,83.0
103234,57.0,1.0,2.0,26.0,21.0,15.0,22.0,6.0,1800.0,0.0,69.5
71060,51.0,0.0,0.0,10.0,42.0,9.0,77.0,0.0,1350.0,0.0,62.5
6046,18.0,0.0,3.0,18.0,3.0,3.0,55.0,48.0,5400.0,1.0,88.5
68435,39.0,1.0,4.0,2.0,21.0,42.0,0.0,36.0,5400.0,1.0,80.0
62783,39.0,1.0,0.0,18.0,27.0,48.0,77.0,9.0,900.0,0.0,75.5
97439,57.0,0.0,4.0,22.0,30.0,27.0,77.0,6.0,4950.0,1.0,90.5
37715,33.0,0.0,1.0,6.0,12.0,15.0,77.0,3.0,450.0,0.0,59.5
89139,57.0,0.0,0.0,2.0,18.0,18.0,88.0,27.0,5850.0,1.0,77.0
102976,57.0,1.0,2.0,22.0,48.0,39.0,88.0,27.0,3150.0,0.0,100.5
4086,18.0,0.0,2.0,10.0,21.0,21.0,33.0,3.0,5850.0,0.0,77.5
24615,21.0,0.0,4.0,2.0,3.0,42.0,33.0,48.0,1800.0,1.0,62.0
93341,57.0,0.0,2.0,18.0,9.0,27.0,88.0,6.0,1800.0,0.0,69.5
105152,57.0,1.0,3.0,22.0,39.0,15.0,66.0,45.0,1800.0,1.0,82.5
69649,39.0,1.0,4.0,22.0,3.0,33.0,11.0,42.0,6300.0,0.0,94.5
95826,57.0,0.0,4.0,10.0,3.0,48.0,33.0,24.0,4050.0,1.0,87.5
38208,33.0,0.0,1.0,14.0,48.0,45.0,66.0,18.0,4500.0,0.0,96.5
1311,18.0,0.0,0.0,14.0,9.0,48.0,77.0,9.0,6750.0,1.0,84.5
6182,18.0,0.0,3.0,18.0,6.0,48.0,33.0,0.0,4050.0,0.0,84.5
51124,33.0,1.0,4.0,10.0,9.0,42.0,66.0,27.0,5850.0,0.0,87.5
73815,51.0,0.0,1.0,26.0,33.0,9.0,11.0,12.0,5400.0,0.0,84.5
84981,51.0,1.0,2.0,22.0,24.0,30.0,44.0,24.0,4050.0,1.0,100.5
60943,39.0,0.0,4.0,18.0,3.0,45.0,55.0,45.0,1350.0,0.0,79.5
64757,39.0,1.0,1.0,26.0,9.0,30.0,0.0,36.0,5400.0,1.0,94.5
14058,18.0,1.0,3.0,10.0,30.0,9.0,0.0,48.0,6300.0,0.0,87.5
30978,21.0,1.0,2.0,14.0,9.0,3.0,88.0,0.0,2250.0,1.0,78.5
24329,21.0,0.0,3.0,26.0,12.0,6.0,77.0,6.0,3150.0,0.0,78.5
98161,57.0,1.0,0.0,6.0,30.0,18.0,55.0,48.0,4500.0,1.0,90.5
14770,18.0,1.0,3.0,22.0,18.0,6.0,55.0,0.0,3600.0,0.0,81.5
44199,33.0,1.0,0.0,10.0,6.0,15.0,88.0,30.0,4050.0,0.0,84.5
55850,39.0,0.0,1.0,18.0,48.0,15.0,22.0,0.0,2700.0,1.0,87.5
85842,51.0,1.0,3.0,10.0,45.0,21.0,99.0,39.0,5850.0,1.0,90.5
56326,39.0,0.0,1.0,26.0,48.0,45.0,11.0,33.0,6750.0,0.0,100.5
102935,57.0,1.0,2.0,22.0,48.0,24.0,0.0,9.0,6750.0,0.0,90.5
75200,51.0,0.0,2.0,18.0,27.0,42.0,0.0,39.0,3150.0,0.0,100.5
88539,51.0,1.0,4.0,18.0,39.0,12.0,77.0,3.0,2700.0,1.0,84.5
95671,57.0,0.0,4.0,6.0,30.0,36.0,44.0,3.0,1800.0,0.0,68.5
43373,33.0,0.0,4.0,22.0,21.0,36.0,55.0,15.0,5400.0,0.0,93.5
95277,57.0,0.0,3.0,22.0,15.0,15.0,22.0,15.0,3150.0,1.0,90.5
102455,57.0,1.0,2.0,18.0,30.0,9.0,0.0,45.0,3150.0,1.0,94.5
61733,39.0,1.0,0.0,2.0,27.0,0.0,77.0,33.0,1350.0,0.0,62.0
89444,57.0,0.0,0.0,6.0,18.0,36.0,22.0,21.0,2700.0,0.0,86.5
16783,18.0,1.0,4.0,22.0,42.0,36.0,22.0,45.0,3150.0,1.0,100.5
7265,18.0,0.0,4.0,6.0,21.0,36.0,0.0,48.0,3600.0,0.0,90.5
67254,39.0,1.0,3.0,14.0,6.0,27.0,55.0,42.0,4050.0,0.0,94.5
94280,57.0,0.0,3.0,2.0,39.0,27.0,55.0,24.0,2700.0,1.0,83.0
86227,51.0,1.0,3.0,14.0,48.0,33.0,33.0,6.0,900.0,0.0,75.5
13904,18.0,1.0,3.0,6.0,45.0,21.0,11.0,0.0,5850.0,1.0,80.5
6119,18.0,0.0,3.0,18.0,3.0,27.0,44.0,42.0,4500.0,1.0,94.5
15310,18.0,1.0,3.0,26.0,48.0,45.0,33.0,15.0,6300.0,0.0,96.5
58055,39.0,0.0,3.0,2.0,45.0,42.0,77.0,45.0,2250.0,1.0,83.0
57960,39.0,0.0,3.0,2.0,30.0,6.0,33.0,30.0,4050.0,0.0,77.0
94240,57.0,0.0,3.0,2.0,30.0,33.0,22.0,42.0,900.0,0.0,68.0
37906,33.0,0.0,1.0,10.0,18.0,33.0,11.0,0.0,6750.0,1.0,80.5
56462,39.0,0.0,2.0,2.0,27.0,30.0,55.0,3.0,900.0,1.0,58.0
102014,57.0,1.0,2.0,10.0,15.0,15.0,0.0,27.0,3150.0,0.0,87.5
67543,39.0,1.0,3.0,14.0,45.0,21.0,66.0,9.0,4500.0,1.0,87.5
55696,39.0,0.0,1.0,18.0,9.0,27.0,33.0,21.0,0.0,0.0,75.5
67853,39.0,1.0,3.0,18.0,21.0,9.0,11.0,18.0,450.0,0.0,72.5
50424,33.0,1.0,3.0,26.0,24.0,30.0,66.0,45.0,1350.0,1.0,85.5
87199,51.0,1.0,4.0,2.0,24.0,6.0,55.0,45.0,6300.0,0.0,77.0
9497,18.0,1.0,0.0,26.0,12.0,15.0,22.0,3.0,6300.0,1.0,81.5
103262,57.0,1.0,2.0,26.0,21.0,48.0,0.0,33.0,0.0,1.0,82.5
62059,39.0,1.0,0.0,6.0,45.0,9.0,0.0,12.0,5400.0,1.0,77.5
28265,21.0,1.0,0.0,26.0,0.0,36.0,11.0,6.0,0.0,1.0,69.5
52663,33.0,1.0,4.0,26.0,24.0,12.0,44.0,45.0,6300.0,1.0,94.5
107238,57.0,1.0,4.0,18.0,48.0,6.0,33.0,42.0,6750.0,1.0,94.5
18289,21.0,0.0,0.0,14.0,15.0,33.0,55.0,18.0,5400.0,0.0,93.5
36098,33.0,0.0,0.0,6.0,36.0,45.0,33.0,36.0,6300.0,0.0,93.5
11630,18.0,1.0,1.0,26.0,33.0,0.0,77.0,48.0,2700.0,0.0,94.5
2099,18.0,0.0,0.0,26.0,18.0,36.0,0.0,9.0,4500.0,1.0,87.5
4487,18.0,0.0,2.0,22.0,0.0,33.0,99.0,24.0,4500.0,1.0,94.5
16131,18.0,1.0,4.0,14.0,36.0,0.0,33.0,24.0,0.0,0.0,79.5
86952,51.0,1.0,3.0,26.0,18.0,48.0,44.0,24.0,4500.0,0.0,97.5
55513,39.0,0.0,1.0,14.0,45.0,9.0,0.0,3.0,3150.0,0.0,84.5
99017,57.0,1.0,0.0,18.0,27.0,3.0,55.0,39.0,5400.0,1.0,94.5
73426,51.0,0.0,1.0,22.0,15.0,42.0,55.0,39.0,3600.0,0.0,97.5
9986,18.0,1.0,1.0,6.0,3.0,9.0,55.0,42.0,2250.0,1.0,81.5
20677,21.0,0.0,1.0,26.0,9.0,12.0,88.0,15.0,4500.0,0.0,84.5
6730,18.0,0.0,3.0,26.0,15.0,15.0,88.0,36.0,3150.0,0.0,94.5
38605,33.0,0.0,1.0,22.0,21.0,27.0,0.0,9.0,1350.0,0.0,72.5
37447,33.0,0.0,1.0,2.0,0.0,15.0,66.0,15.0,0.0,1.0,55.0
13040,18.0,1.0,2.0,26.0,0.0,27.0,44.0,6.0,5850.0,1.0,84.5
6662,18.0,0.0,3.0,26.0,6.0,0.0,11.0,33.0,900.0,0.0,73.5
78652,51.0,0.0,4.0,14.0,18.0,24.0,11.0,30.0,6300.0,1.0,97.5
80793,51.0,1.0,0.0,6.0,42.0,9.0,44.0,39.0,0.0,0.0,72.5
7359,18.0,0.0,4.0,6.0,39.0,9.0,77.0,36.0,900.0,1.0,72.5
22117,21.0,0.0,2.0,18.0,21.0,42.0,88.0,36.0,6300.0,0.0,97.5
33911,21.0,1.0,3.0,26.0,36.0,33.0,77.0,27.0,0.0,1.0,85.5
46966,33.0,1.0,1.0,26.0,30.0,42.0,99.0,6.0,0.0,0.0,75.5
99780,57.0,1.0,0.0,26.0,33.0,12.0,99.0,42.0,5850.0,1.0,94.5
43940,33.0,1.0,0.0,2.0,36.0,6.0,88.0,39.0,1350.0,0.0,62.0
101071,57.0,1.0,1.0,22.0,24.0,21.0,11.0,6.0,450.0,0.0,72.5
14137,18.0,1.0,3.0,10.0,39.0,30.0,11.0,27.0,5850.0,0.0,93.5
49610,33.0,1.0,3.0,14.0,36.0,12.0,88.0,24.0,2700.0,0.0,94.5
68512,39.0,1.0,4.0,2.0,45.0,48.0,11.0,18.0,4050.0,0.0,79.0
55679,39.0,0.0,1.0,18.0,9.0,0.0,55.0,36.0,6750.0,1.0,88.5
17467,21.0,0.0,0.0,6.0,36.0,24.0,77.0,24.0,3600.0,1.0,93.5
46018,33.0,1.0,1.0,10.0,15.0,3.0,33.0,9.0,2700.0,1.0,74.5
45687,33.0,1.0,1.0,2.0,39.0,48.0,0.0,0.0,4050.0,0.0,73.0
49266,33.0,1.0,3.0,10.0,21.0,18.0,88.0,3.0,6300.0,0.0,77.5
27973,21.0,1.0,0.0,18.0,33.0,24.0,22.0,0.0,3600.0,1.0,90.5
86608,51.0,1.0,3.0,22.0,6.0,48.0,77.0,9.0,4500.0,0.0,84.5
90568,57.0,0.0,0.0,22.0,39.0,24.0,11.0,45.0,900.0,1.0,85.5
43672,33.0,0.0,4.0,26.0,15.0,18.0,22.0,42.0,2700.0,0.0,94.5
44776,33.0,1.0,0.0,22.0,24.0,30.0,88.0,21.0,3150.0,0.0,96.5
33467,21.0,1.0,3.0,18.0,45.0,12.0,0.0,36.0,900.0,0.0,79.5
89235,57.0,0.0,0.0,2.0,39.0,42.0,33.0,21.0,4500.0,0.0,79.0
26346,21.0,0.0,4.0,22.0,27.0,36.0,55.0,18.0,6750.0,1.0,96.5
79517,51.0,0.0,4.0,26.0,18.0,21.0,44.0,9.0,5850.0,1.0,84.5
